Order ID,Ship Date,Ship Mode
CA-2016-136231,9/7/2016,Second Class
CA-2016-140641,11/2/2016,Standard Class
CA-2014-151001,4/7/2014,First Class
CA-2015-129896,6/20/2015,Standard Class
CA-2014-152849,7/12/2014,Standard Class
US-2017-127341,2/2/2017,Standard Class
CA-2016-167759,3/8/2016,Second Class
CA-2014-100895,6/6/2014,Standard Class
US-2016-163881,11/30/2016,Standard Class
US-2016-144547,11/14/2016,Standard Class
US-2014-112200,11/28/2014,Standard Class
CA-2017-110212,5/5/2017,Standard Class
CA-2017-134285,12/12/2017,Standard Class
CA-2017-102267,12/4/2017,Standard Class
CA-2017-157980,12/9/2017,First Class
CA-2015-121097,1/8/2015,Standard Class
CA-2015-151043,11/20/2015,Standard Class
US-2015-119312,10/7/2015,Second Class
CA-2015-167010,4/10/2015,Standard Class
CA-2017-126788,6/6/2017,First Class
CA-2017-148068,9/25/2017,Standard Class
US-2017-142573,7/23/2017,Standard Class
US-2015-148817,12/7/2015,Standard Class
CA-2016-110044,7/2/2016,Second Class
CA-2017-146920,9/1/2017,Standard Class
CA-2014-103940,9/21/2014,Standard Class
CA-2016-162082,3/17/2016,First Class
CA-2016-132094,9/2/2016,Standard Class
CA-2017-123001,9/8/2017,Standard Class
CA-2015-118955,6/20/2015,Standard Class
US-2016-143448,12/10/2016,Same Day
CA-2017-117863,5/23/2017,Standard Class
CA-2017-160458,5/29/2017,Second Class
US-2016-142685,6/30/2016,Standard Class
CA-2016-133144,5/21/2016,Second Class
CA-2017-167871,11/23/2017,Standard Class
CA-2016-119963,11/22/2016,Standard Class
CA-2014-121167,11/30/2014,Second Class
US-2016-151862,3/8/2016,Standard Class
CA-2017-152961,1/19/2017,Standard Class
CA-2014-133228,4/9/2014,Standard Class
CA-2016-114951,7/3/2016,Standard Class
CA-2016-156573,6/2/2016,Standard Class
CA-2015-113901,10/24/2015,Standard Class
CA-2017-134838,2/20/2017,First Class
CA-2016-120257,9/28/2016,Standard Class
CA-2014-164910,11/17/2014,Second Class
CA-2016-149902,4/6/2016,Standard Class
CA-2016-146010,5/23/2016,First Class
US-2015-163685,6/5/2015,Standard Class
CA-2014-135090,11/26/2014,Standard Class
CA-2015-132374,2/24/2015,Second Class
CA-2016-167556,4/2/2016,Standard Class
US-2016-116400,10/24/2016,First Class
CA-2017-101308,10/7/2017,Standard Class
CA-2014-114517,12/27/2014,Standard Class
CA-2017-119564,12/20/2017,Standard Class
CA-2016-135265,7/9/2016,Second Class
CA-2016-108735,4/21/2016,Standard Class
CA-2017-112333,4/14/2017,Standard Class
US-2016-159415,4/22/2016,Standard Class
CA-2014-122588,11/27/2014,Second Class
CA-2014-137589,11/8/2014,Standard Class
CA-2015-161998,5/5/2015,Standard Class
CA-2015-105627,3/12/2015,Standard Class
US-2015-149629,7/20/2015,Second Class
CA-2014-116834,10/16/2014,Standard Class
CA-2016-145730,3/8/2016,Standard Class
US-2015-168732,12/16/2015,Standard Class
CA-2015-107468,12/22/2015,Standard Class
CA-2017-144463,1/5/2017,Standard Class
CA-2017-100811,11/24/2017,First Class
CA-2015-153612,12/27/2015,Standard Class
CA-2015-165624,8/28/2015,Standard Class
CA-2014-154963,6/27/2014,Standard Class
CA-2017-130764,10/28/2017,First Class
CA-2017-139311,8/13/2017,First Class
CA-2017-124296,12/28/2017,Standard Class
CA-2016-169957,9/30/2016,Standard Class
US-2016-108777,12/12/2016,Same Day
CA-2015-148859,1/1/2016,Standard Class
CA-2014-110786,1/2/2015,Standard Class
CA-2015-137750,6/30/2015,Standard Class
CA-2015-136378,4/7/2015,Standard Class
CA-2017-100356,10/25/2017,Standard Class
US-2015-166520,7/19/2015,First Class
CA-2017-136350,6/26/2017,Second Class
CA-2014-122931,10/3/2014,Standard Class
CA-2014-163034,11/28/2014,Standard Class
CA-2015-124058,11/24/2015,Standard Class
CA-2016-129196,11/7/2016,Standard Class
US-2015-138716,9/20/2015,First Class
US-2016-122182,3/14/2016,Standard Class
US-2014-130358,6/26/2014,First Class
CA-2014-102673,11/5/2014,Standard Class
CA-2016-145303,8/31/2016,First Class
CA-2015-156104,12/8/2015,Second Class
US-2015-164308,9/27/2015,First Class
CA-2017-108112,11/20/2017,Standard Class
CA-2015-100685,12/21/2015,Second Class
CA-2015-165414,12/24/2015,First Class
CA-2016-140417,9/29/2016,Standard Class
US-2017-151316,6/30/2017,Standard Class
CA-2017-163692,9/9/2017,First Class
CA-2016-111913,8/6/2016,Second Class
US-2014-156559,8/26/2014,Standard Class
CA-2016-161473,4/5/2016,Standard Class
CA-2017-166576,5/18/2017,First Class
CA-2015-102491,8/28/2015,Standard Class
CA-2014-116904,9/28/2014,Standard Class
US-2017-102288,6/23/2017,Standard Class
CA-2017-137456,12/21/2017,Same Day
US-2017-155999,8/13/2017,Standard Class
US-2016-148334,8/26/2016,Standard Class
CA-2015-105599,9/7/2015,Same Day
CA-2015-153717,1/1/2016,Standard Class
CA-2015-116687,5/7/2015,Standard Class
CA-2016-163573,11/27/2016,First Class
CA-2015-153416,11/29/2015,Standard Class
CA-2017-117394,9/10/2017,Standard Class
CA-2017-133823,5/12/2017,Same Day
CA-2014-127523,5/18/2014,Standard Class
CA-2017-123239,7/31/2017,Second Class
CA-2017-156769,5/9/2017,First Class
CA-2014-127299,9/24/2014,Standard Class
CA-2015-121272,4/4/2015,Standard Class
CA-2014-115336,11/25/2014,Standard Class
CA-2015-111703,7/9/2015,Standard Class
CA-2014-128839,9/13/2014,Standard Class
CA-2017-105914,10/8/2017,Standard Class
CA-2017-110926,11/23/2017,Standard Class
CA-2016-117226,1/1/2017,First Class
CA-2017-127313,12/4/2017,First Class
CA-2016-136287,6/17/2016,Standard Class
US-2014-107699,5/23/2014,Standard Class
CA-2017-112725,2/6/2017,Standard Class
CA-2015-136196,12/4/2015,Standard Class
CA-2017-106068,10/28/2017,Standard Class
CA-2017-100160,9/11/2017,Standard Class
CA-2016-139689,1/3/2017,Standard Class
CA-2015-101091,12/9/2015,Second Class
CA-2014-126907,11/8/2014,Standard Class
US-2016-164588,4/23/2016,Standard Class
CA-2017-115546,5/18/2017,Standard Class
CA-2015-163587,3/18/2015,Standard Class
US-2017-106131,1/16/2017,First Class
CA-2015-160213,3/13/2015,Standard Class
CA-2014-157924,10/13/2014,First Class
CA-2015-100216,4/14/2015,First Class
CA-2017-100601,11/20/2017,Standard Class
CA-2016-152163,7/1/2016,Same Day
CA-2015-154340,11/30/2015,First Class
CA-2014-128846,4/12/2014,Standard Class
CA-2016-148593,6/18/2016,Second Class
US-2017-119039,3/10/2017,Standard Class
CA-2017-128426,10/11/2017,Standard Class
US-2017-136868,10/12/2017,Standard Class
CA-2016-143749,12/7/2016,First Class
CA-2016-111493,10/22/2016,First Class
CA-2017-112536,5/23/2017,Standard Class
CA-2016-157714,10/1/2016,Second Class
CA-2017-166709,11/22/2017,Standard Class
CA-2015-129392,7/8/2015,Same Day
CA-2015-150875,11/20/2015,Standard Class
CA-2015-154200,6/22/2015,Standard Class
CA-2016-124233,4/14/2016,Standard Class
US-2015-134271,4/23/2015,Second Class
US-2016-161683,12/8/2016,Standard Class
CA-2015-143105,12/10/2015,Same Day
CA-2014-145387,11/2/2014,Second Class
CA-2017-109715,12/14/2017,Standard Class
CA-2014-166457,5/9/2014,Second Class
CA-2016-164637,3/8/2016,Standard Class
CA-2014-103590,12/4/2014,Standard Class
CA-2015-111234,2/22/2015,Standard Class
CA-2017-149881,4/3/2017,First Class
CA-2017-134565,6/13/2017,Second Class
CA-2016-108644,10/3/2016,First Class
US-2014-102631,12/17/2014,Standard Class
CA-2017-120327,11/16/2017,Standard Class
CA-2015-154970,1/10/2015,Standard Class
CA-2016-113803,3/26/2016,First Class
CA-2017-100223,7/10/2017,Standard Class
CA-2014-168823,9/24/2014,First Class
CA-2016-162404,7/27/2016,Standard Class
CA-2017-104024,9/3/2017,Second Class
CA-2017-147144,3/28/2017,First Class
CA-2017-158673,1/4/2018,Standard Class
CA-2014-133704,9/26/2014,Standard Class
CA-2016-159142,4/5/2016,First Class
CA-2014-138436,3/30/2014,Standard Class
CA-2017-117702,12/4/2017,Standard Class
CA-2016-157336,12/5/2016,Second Class
CA-2014-168130,9/19/2014,Same Day
CA-2015-155068,10/23/2015,Same Day
CA-2017-163160,10/16/2017,First Class
CA-2015-101924,9/9/2015,Standard Class
CA-2016-124793,3/16/2016,First Class
CA-2017-118367,11/2/2017,Second Class
CA-2017-164819,10/19/2017,Second Class
CA-2017-158344,8/11/2017,Standard Class
CA-2017-123351,9/25/2017,Standard Class
CA-2017-110429,11/8/2017,Standard Class
US-2016-131611,11/9/2016,Standard Class
US-2017-124821,6/29/2017,Second Class
CA-2015-166975,11/30/2015,Standard Class
CA-2016-123806,11/27/2016,Second Class
US-2017-158505,7/21/2017,Same Day
CA-2015-142692,10/28/2015,Standard Class
CA-2015-123456,7/13/2015,Standard Class
CA-2017-151358,8/22/2017,Standard Class
US-2016-107440,4/20/2016,Standard Class
CA-2014-166989,11/18/2014,Standard Class
CA-2014-103100,12/23/2014,First Class
CA-2015-105690,11/26/2015,Second Class
CA-2017-127516,1/3/2018,Standard Class
US-2015-117184,5/21/2015,Standard Class
CA-2017-102407,12/13/2017,Second Class
CA-2017-130967,3/16/2017,Standard Class
CA-2017-101581,10/27/2017,Standard Class
CA-2017-169124,7/10/2017,Standard Class
CA-2017-117261,9/10/2017,Standard Class
CA-2017-129021,8/26/2017,Second Class
CA-2014-123253,8/25/2014,Second Class
CA-2016-121601,10/4/2016,Same Day
CA-2014-162278,10/30/2014,Second Class
CA-2016-161095,6/28/2016,Same Day
CA-2014-125829,11/11/2014,Standard Class
CA-2014-123127,9/12/2014,Standard Class
CA-2015-115945,7/1/2015,Standard Class
CA-2015-136735,8/2/2015,Standard Class
US-2017-136189,12/11/2017,Standard Class
CA-2014-152345,1/3/2015,Second Class
US-2015-147662,2/19/2015,Standard Class
CA-2016-153346,1/27/2016,First Class
CA-2017-118360,4/7/2017,Standard Class
CA-2017-149853,10/9/2017,Standard Class
CA-2017-107909,9/6/2017,Standard Class
CA-2015-112375,12/27/2015,Standard Class
CA-2015-154795,12/24/2015,Standard Class
CA-2015-125234,12/1/2015,Standard Class
CA-2017-133501,9/1/2017,Standard Class
US-2014-129609,3/22/2014,Same Day
CA-2017-130309,12/21/2017,Standard Class
CA-2017-105410,3/22/2017,First Class
CA-2016-120355,9/25/2016,Standard Class
CA-2017-169894,11/29/2017,Second Class
US-2017-100482,4/15/2017,Standard Class
CA-2017-107748,12/12/2017,Second Class
CA-2017-153654,11/26/2017,Second Class
CA-2015-155600,12/7/2015,Second Class
CA-2017-162565,12/11/2017,Same Day
CA-2016-127642,5/23/2016,First Class
US-2017-163195,2/21/2017,Second Class
CA-2017-111332,5/22/2017,Second Class
CA-2017-117044,9/13/2017,Second Class
US-2016-165078,11/10/2016,Standard Class
US-2017-169320,7/25/2017,Second Class
CA-2016-158575,11/24/2016,Standard Class
CA-2014-166954,4/30/2014,Standard Class
CA-2015-140830,12/2/2015,Second Class
CA-2015-152891,10/30/2015,Standard Class
US-2015-122784,7/27/2015,Standard Class
CA-2016-156811,11/2/2016,Standard Class
CA-2017-111556,11/22/2017,First Class
CA-2016-108868,9/12/2016,Standard Class
CA-2014-142965,7/20/2014,Same Day
CA-2016-148740,11/19/2016,Standard Class
US-2014-138758,7/11/2014,Standard Class
CA-2016-131737,3/17/2016,Same Day
CA-2016-114538,12/27/2016,First Class
CA-2014-127936,9/4/2014,First Class
CA-2015-164336,7/10/2015,Standard Class
CA-2016-100041,11/25/2016,Standard Class
US-2014-154879,5/11/2014,Standard Class
CA-2014-130624,6/24/2014,First Class
CA-2017-132339,8/23/2017,Standard Class
CA-2014-153983,12/6/2014,Standard Class
CA-2017-112900,4/12/2017,Second Class
CA-2014-160157,12/27/2014,Standard Class
CA-2014-139633,12/24/2014,Standard Class
CA-2015-163090,11/21/2015,Second Class
CA-2014-117016,3/9/2014,Standard Class
CA-2017-159464,5/19/2017,First Class
US-2017-103226,9/28/2017,Standard Class
CA-2017-119452,3/27/2017,Standard Class
CA-2017-147725,9/14/2017,Same Day
CA-2016-168893,11/8/2016,Second Class
CA-2016-163398,5/8/2016,Standard Class
CA-2016-162726,1/2/2017,Standard Class
US-2016-111290,7/26/2016,Standard Class
US-2014-147704,11/21/2014,Standard Class
CA-2015-121965,6/23/2015,Standard Class
CA-2016-147137,7/6/2016,First Class
US-2015-146745,9/8/2015,Standard Class
CA-2017-115175,8/12/2017,Standard Class
CA-2017-105851,3/20/2017,Standard Class
US-2017-125717,10/1/2017,First Class
CA-2015-163895,8/11/2015,Standard Class
CA-2017-168641,12/1/2017,Standard Class
CA-2017-156895,5/12/2017,Standard Class
CA-2017-121300,9/29/2017,Same Day
CA-2017-130211,10/22/2017,Same Day
CA-2014-147235,3/28/2014,Standard Class
CA-2016-109365,11/8/2016,Standard Class
CA-2015-162621,9/11/2015,Standard Class
CA-2017-105921,8/21/2017,Standard Class
CA-2014-150798,12/3/2014,Second Class
CA-2017-112753,6/23/2017,Standard Class
CA-2017-155075,12/9/2017,Standard Class
CA-2014-103401,11/26/2014,Standard Class
CA-2016-124814,4/16/2016,Standard Class
CA-2014-116757,7/4/2014,Standard Class
US-2014-138247,12/29/2014,Standard Class
CA-2017-167003,5/29/2017,Standard Class
CA-2016-119935,11/14/2016,Standard Class
CA-2016-118969,10/3/2016,First Class
CA-2016-145240,9/8/2016,First Class
CA-2016-120873,11/1/2016,Second Class
US-2017-111920,10/26/2017,Standard Class
US-2016-128678,9/20/2016,Standard Class
CA-2016-101385,10/1/2016,Standard Class
CA-2017-107167,6/14/2017,Standard Class
CA-2014-109491,2/26/2014,Standard Class
CA-2017-105445,2/25/2017,Second Class
CA-2014-107454,11/6/2014,Standard Class
US-2017-105046,7/23/2017,Standard Class
CA-2017-152856,9/10/2017,Second Class
CA-2016-134691,11/18/2016,Standard Class
CA-2016-118759,11/17/2016,First Class
CA-2014-140403,10/10/2014,Same Day
CA-2015-163104,3/26/2015,Standard Class
CA-2017-138464,7/12/2017,Standard Class
CA-2015-104129,3/2/2015,Standard Class
US-2017-132206,6/21/2017,Standard Class
CA-2017-113474,3/31/2017,First Class
CA-2015-126557,7/17/2015,Second Class
US-2017-107636,5/2/2017,First Class
US-2014-165862,7/17/2014,Standard Class
US-2014-106334,1/2/2015,Standard Class
CA-2016-101448,3/1/2016,Second Class
CA-2015-130218,3/26/2015,First Class
US-2017-117331,10/28/2017,Standard Class
CA-2014-127383,1/5/2015,Standard Class
CA-2014-110219,5/8/2014,First Class
CA-2015-118871,12/9/2015,Second Class
CA-2017-129490,9/30/2017,Standard Class
CA-2014-101175,12/14/2014,Standard Class
US-2017-149510,12/10/2017,Standard Class
CA-2015-111990,11/13/2015,Standard Class
CA-2014-169460,4/21/2014,Second Class
US-2015-152128,5/27/2015,Second Class
CA-2017-126662,7/21/2017,Standard Class
CA-2016-139395,12/18/2016,Standard Class
US-2014-121734,4/16/2014,Standard Class
CA-2015-110947,6/15/2015,Standard Class
US-2014-150126,8/2/2014,Standard Class
CA-2015-164427,8/6/2015,Standard Class
CA-2016-120250,9/22/2016,First Class
CA-2016-121993,6/12/2016,First Class
US-2016-100405,8/28/2016,Second Class
US-2017-163790,11/4/2017,Second Class
CA-2016-129868,12/31/2016,Standard Class
CA-2016-140564,12/10/2016,Second Class
US-2017-169502,9/1/2017,Standard Class
CA-2015-146948,7/20/2015,Standard Class
US-2015-113327,5/29/2015,Second Class
CA-2015-135020,6/2/2015,Standard Class
US-2017-141852,11/14/2017,Standard Class
CA-2016-109407,1/26/2016,Second Class
US-2017-165953,1/6/2017,Standard Class
CA-2016-144540,9/10/2016,Standard Class
CA-2015-159863,9/7/2015,Second Class
CA-2015-117800,9/26/2015,Standard Class
CA-2017-145219,12/25/2017,First Class
CA-2015-161214,10/8/2015,Second Class
CA-2017-147228,9/14/2017,Standard Class
CA-2016-101336,11/18/2016,Standard Class
US-2015-126235,10/15/2015,Same Day
CA-2017-168396,8/8/2017,Second Class
CA-2015-130456,8/26/2015,Standard Class
CA-2017-116288,3/17/2017,Standard Class
CA-2017-168228,4/29/2017,First Class
CA-2016-102162,9/16/2016,Standard Class
CA-2017-130141,10/24/2017,Second Class
CA-2015-147501,8/6/2015,Standard Class
CA-2016-143910,8/16/2016,Standard Class
CA-2014-146885,6/5/2014,Standard Class
CA-2016-139556,5/1/2016,Standard Class
CA-2017-129357,5/19/2017,Standard Class
CA-2017-150987,4/12/2017,Standard Class
CA-2017-132647,2/23/2017,Standard Class
CA-2017-159107,6/26/2017,Second Class
CA-2014-160738,5/10/2014,Standard Class
CA-2015-112130,5/7/2015,Standard Class
CA-2016-111409,9/22/2016,Standard Class
CA-2016-116232,9/26/2016,Standard Class
CA-2016-116547,1/17/2016,Standard Class
US-2017-133200,5/11/2017,Standard Class
CA-2016-133550,8/6/2016,Standard Class
CA-2017-139416,3/29/2017,Second Class
CA-2014-114510,3/19/2014,Standard Class
CA-2016-169215,7/18/2016,Second Class
CA-2016-127698,12/1/2016,Same Day
CA-2016-159912,9/3/2016,Standard Class
CA-2016-101987,6/30/2016,Standard Class
US-2017-154851,4/3/2017,Standard Class
CA-2014-138681,12/22/2014,First Class
US-2015-138121,12/17/2015,Same Day
CA-2017-140298,5/17/2017,Standard Class
CA-2016-166240,6/28/2016,Standard Class
CA-2016-158435,5/18/2016,First Class
CA-2017-138149,6/30/2017,First Class
CA-2014-112403,3/31/2014,Same Day
CA-2014-108273,12/21/2014,Standard Class
CA-2017-121643,5/20/2017,First Class
US-2015-122910,5/16/2015,Standard Class
CA-2017-143126,12/7/2017,Second Class
CA-2015-129042,12/17/2015,Standard Class
CA-2015-109736,10/11/2015,First Class
CA-2015-142601,4/20/2015,Second Class
CA-2014-106229,6/11/2014,Second Class
US-2017-135230,9/7/2017,Standard Class
CA-2016-159653,5/22/2016,Same Day
CA-2016-131968,11/15/2016,Standard Class
CA-2014-119151,11/29/2014,Second Class
CA-2014-123323,11/12/2014,Standard Class
CA-2016-124681,7/23/2016,Second Class
US-2015-103996,3/31/2015,Second Class
CA-2016-120530,4/12/2016,Standard Class
CA-2015-155054,6/19/2015,Standard Class
CA-2015-105725,2/24/2015,Standard Class
CA-2017-164364,11/16/2017,Standard Class
CA-2017-168123,3/5/2017,Same Day
CA-2016-120005,3/3/2016,Same Day
CA-2016-123526,12/25/2016,First Class
CA-2016-127649,10/9/2016,First Class
CA-2016-159989,12/13/2016,Standard Class
CA-2017-103499,11/24/2017,Standard Class
US-2015-167220,12/16/2015,Standard Class
CA-2017-126354,2/8/2017,Standard Class
CA-2017-169817,9/25/2017,Standard Class
US-2017-144582,5/5/2017,Standard Class
CA-2014-121573,11/7/2014,Standard Class
CA-2016-117660,1/4/2017,Standard Class
CA-2014-112851,9/21/2014,Standard Class
CA-2017-123701,11/27/2017,First Class
CA-2015-118227,4/28/2015,Standard Class
CA-2015-123155,3/12/2015,First Class
CA-2017-158883,6/3/2017,Same Day
US-2016-114888,9/24/2016,Second Class
US-2014-167262,11/3/2014,Second Class
CA-2017-119746,11/27/2017,Standard Class
CA-2017-108091,11/21/2017,Standard Class
CA-2016-101630,2/23/2016,Second Class
CA-2017-132346,11/11/2017,Standard Class
CA-2014-150301,7/10/2014,First Class
CA-2014-159310,11/12/2014,Standard Class
US-2017-147984,2/1/2017,Standard Class
CA-2015-104346,12/16/2015,Standard Class
US-2015-141684,7/4/2015,Standard Class
CA-2015-144722,3/23/2015,Standard Class
CA-2015-120516,8/17/2015,Standard Class
US-2016-148901,5/19/2016,Standard Class
CA-2017-136364,7/17/2017,Second Class
CA-2015-137708,11/25/2015,Second Class
CA-2014-149055,11/28/2014,Standard Class
CA-2015-151589,12/30/2015,First Class
CA-2016-121370,11/19/2016,Second Class
CA-2016-111696,5/10/2016,First Class
CA-2014-139598,12/31/2014,Standard Class
CA-2017-117436,6/14/2017,Standard Class
